user_id,item_id,event_type,timestamp
293,685,watch,888905170
216,144,watch,880234639
166,328,watch,886397722
250,496,watch,878090499
271,132,watch,885848672
160,174,watch,876860807
265,118,watch,875320714
198,498,watch,884207492
42,96,watch,881107178
168,151,watch,884288058
110,307,watch,886987260
58,144,watch,884304936
90,648,watch,891384754
271,346,watch,885844430
62,21,watch,879373460
279,832,watch,881375854
237,514,watch,879376641
94,789,watch,891720887
128,485,watch,879966895
298,317,watch,884182806
44,195,watch,878347874
264,200,watch,886122352
194,385,watch,879524643
72,195,watch,880037702
222,750,watch,883815120
250,264,watch,878089182
41,265,watch,890687042
224,245,watch,888082216
82,135,watch,878769629
262,1147,watch,879791710
293,471,watch,888904884
216,658,watch,880245029
250,140,watch,878092059
59,23,watch,888205300
286,379,watch,877533771
244,815,watch,880605185
7,479,watch,891352010
174,368,watch,886434402
87,274,watch,879876734
194,1211,watch,879551380
82,1134,watch,884714402
13,836,watch,882139746
13,272,watch,884538403
244,756,watch,880605157
305,427,watch,886323090
95,787,watch,888954930
43,14,watch,883955745
299,955,watch,889502823
57,419,watch,883698454
84,405,watch,883452363
269,504,watch,891449922
299,111,watch,877878184
194,466,watch,879525876
160,135,watch,876860807
99,268,watch,885678247
10,486,watch,877886846
259,117,watch,874724988
85,427,watch,879456350
303,919,watch,879467295
213,273,watch,878870987
121,514,watch,891387947
90,98,watch,891383204
49,559,watch,888067405
42,794,watch,881108425
155,323,watch,879371261
68,117,watch,876973939
172,177,watch,875537965
19,4,watch,885412840
268,231,watch,875744136
5,2,watch,875636053
305,117,watch,886324028
44,294,watch,883612356
43,137,watch,875975656
279,1336,watch,875298353
80,466,watch,887401701
254,164,watch,886472768
298,281,watch,884183336
279,1240,watch,892174404
66,298,watch,883601324
18,443,watch,880130193
268,1035,watch,875542174
99,79,watch,885680138
13,98,watch,881515011
26,258,watch,891347949
7,455,watch,891353086
222,755,watch,878183481
200,673,watch,884128554
119,328,watch,876923913
213,172,watch,878955442
276,322,watch,874786392
94,1217,watch,891723086
130,379,watch,875801662
38,328,watch,892428688
160,719,watch,876857977
293,1267,watch,888906966
26,930,watch,891385985
130,216,watch,875216545
92,1079,watch,886443455
256,452,watch,882164999
1,61,watch,878542420
72,48,watch,880036718
56,755,watch,892910207
13,360,watch,882140926
15,405,watch,879455957
92,77,watch,875654637
207,476,watch,884386343
292,174,watch,881105481
232,483,watch,888549622
251,748,watch,886272175
224,26,watch,888104153
181,220,watch,878962392
259,255,watch,874724710
305,471,watch,886323648
52,280,watch,882922806
161,202,watch,891170769
148,408,watch,877399018
125,235,watch,892838559
97,228,watch,884238860
58,1098,watch,884304936
83,234,watch,887665548
90,347,watch,891383319
272,178,watch,879455113
194,181,watch,879521396
125,478,watch,879454628
110,688,watch,886987605
299,14,watch,877877775
151,10,watch,879524921
269,127,watch,891446165
6,14,watch,883599249
54,106,watch,880937882
303,69,watch,879467542
16,944,watch,877727122
301,790,watch,882078621
276,1091,watch,874793035
305,214,watch,886323068
194,1028,watch,879541148
91,323,watch,891438397
87,554,watch,879875940
294,109,watch,877819599
286,171,watch,877531791
200,318,watch,884128458
229,328,watch,891632142
178,568,watch,882826555
303,842,watch,879484804
62,65,watch,879374686
207,591,watch,876018608
92,172,watch,875653271
301,401,watch,882078040
36,339,watch,882157581
70,746,watch,884150257
63,242,watch,875747190
28,201,watch,881961671
279,68,watch,875307407
250,7,watch,878089716
14,98,watch,890881335
299,1018,watch,889502324
194,54,watch,879525876
303,815,watch,879485532
119,237,watch,874775038
295,218,watch,879966498
268,930,watch,875742942
268,2,watch,875744173
66,258,watch,883601089
233,202,watch,879394264
83,623,watch,880308578
214,334,watch,891542540
192,476,watch,881368243
100,344,watch,891374868
268,145,watch,875744501
301,56,watch,882076587
307,89,watch,879283786
234,141,watch,892334609
83,576,watch,880308755
181,264,watch,878961624
297,133,watch,875240090
38,153,watch,892430369
7,382,watch,891352093
264,813,watch,886122952
181,872,watch,878961814
201,146,watch,884140579
85,507,watch,879456199
269,367,watch,891450023
59,468,watch,888205855
286,143,watch,889651549
193,96,watch,889124507
113,595,watch,875936424
292,11,watch,881104093
130,1014,watch,876250718
275,98,watch,875155140
189,520,watch,893265380
219,82,watch,889452455
218,209,watch,877488546
123,427,watch,879873020
119,222,watch,874775311
158,177,watch,880134407
222,118,watch,877563802
302,322,watch,879436875
279,501,watch,875308843
301,79,watch,882076403
181,3,watch,878963441
201,695,watch,884140115
13,198,watch,881515193
1,189,watch,888732928
145,237,watch,875270570
23,385,watch,874786462
201,767,watch,884114505
296,705,watch,884197193
42,546,watch,881105817
33,872,watch,891964230
301,554,watch,882078830
16,64,watch,877720297
95,135,watch,879197562
154,357,watch,879138713
77,484,watch,884733766
296,508,watch,884196584
302,303,watch,879436785
244,673,watch,880606667
222,77,watch,878183616
13,215,watch,882140588
16,705,watch,877722736
270,452,watch,876956264
145,15,watch,875270655
187,64,watch,879465631
200,304,watch,876041644
170,749,watch,887646170
101,829,watch,877136138
184,218,watch,889909840
128,204,watch,879967478
181,1295,watch,878961781
184,153,watch,889911285
1,33,watch,878542699
1,160,watch,875072547
184,321,watch,889906967
54,595,watch,880937813
94,343,watch,891725009
128,508,watch,879967767
23,323,watch,874784266
301,227,watch,882077222
301,191,watch,882075672
112,903,watch,892440172
82,183,watch,878769848
222,724,watch,878181976
218,430,watch,877488316
308,1197,watch,887739521
303,134,watch,879467959
133,751,watch,890588547
215,212,watch,891435680
69,256,watch,882126156
254,662,watch,887347350
276,2,watch,874792436
104,984,watch,888442575
63,1067,watch,875747514
267,410,watch,878970785
13,56,watch,881515011
240,879,watch,885775745
286,237,watch,875806800
294,271,watch,889241426
90,1086,watch,891384424
18,26,watch,880129731
92,229,watch,875656201
308,649,watch,887739292
144,89,watch,888105691
191,302,watch,891560253
59,951,watch,888206409
200,96,watch,884129409
16,197,watch,877726146
61,678,watch,892302309
271,199,watch,885848448
271,709,watch,885849325
142,169,watch,888640356
275,597,watch,876197678
222,151,watch,878182109
87,40,watch,879876917
207,258,watch,877879172
272,1393,watch,879454663
177,333,watch,880130397
207,1115,watch,879664906
299,577,watch,889503806
271,378,watch,885849447
305,425,watch,886324486
49,959,watch,888068912
94,1224,watch,891722802
130,1017,watch,874953895
10,175,watch,877888677
203,321,watch,880433418
191,286,watch,891560842
43,323,watch,875975110
21,558,watch,874951695
197,96,watch,891409839
13,344,watch,888073635
194,66,watch,879527264
234,206,watch,892334543
308,402,watch,887740700
308,640,watch,887737036
269,522,watch,891447773
94,265,watch,891721889
268,62,watch,875310824
272,12,watch,879455254
121,291,watch,891390477
296,20,watch,884196921
134,286,watch,891732334
180,462,watch,877544218
234,612,watch,892079140
104,117,watch,888465972
38,758,watch,892434626
269,845,watch,891456255
7,163,watch,891353444
234,1451,watch,892078343
275,405,watch,876197645
52,250,watch,882922661
102,823,watch,888801465
13,186,watch,890704999
178,731,watch,882827532
236,71,watch,890116671
256,781,watch,882165296
263,176,watch,891299752
244,186,watch,880605697
279,1181,watch,875314001
43,815,watch,883956189
83,78,watch,880309089
151,197,watch,879528710
254,436,watch,886474216
109,631,watch,880579371
297,716,watch,875239422
249,188,watch,879641067
144,699,watch,888106106
301,604,watch,882075994
64,392,watch,889737542
92,501,watch,875653665
222,97,watch,878181739
268,436,watch,875310745
293,135,watch,888905550
213,173,watch,878955442
160,460,watch,876861185
13,498,watch,882139901
59,715,watch,888205921
5,17,watch,875636198
125,163,watch,879454956
174,315,watch,886432749
114,505,watch,881260203
213,515,watch,878870518
23,196,watch,874786926
128,15,watch,879968827
239,56,watch,889179478
181,279,watch,878962955
291,80,watch,875086354
250,238,watch,878089963
201,649,watch,884114275
60,60,watch,883327734
181,325,watch,878961814
119,407,watch,887038665
287,1,watch,875334088
216,228,watch,880245642
216,531,watch,880233810
203,471,watch,880434463
92,587,watch,875660408
13,892,watch,882774224
213,176,watch,878956338
286,288,watch,875806672
117,1047,watch,881009697
99,111,watch,885678886
11,558,watch,891904214
65,47,watch,879216672
295,194,watch,879517412
269,217,watch,891451610
85,259,watch,881705026
250,596,watch,878089921
137,144,watch,881433689
201,960,watch,884112077
257,137,watch,882049932
111,328,watch,891679939
91,480,watch,891438875
215,211,watch,891436202
181,938,watch,878961586
189,1060,watch,893264301
1,20,watch,887431883
303,404,watch,879468375
299,305,watch,879737314
187,210,watch,879465242
222,278,watch,877563913
214,568,watch,892668197
293,770,watch,888906655
285,191,watch,890595859
303,252,watch,879544791
96,156,watch,884402860
72,1110,watch,880037334
115,1067,watch,881171009
7,430,watch,891352178
116,350,watch,886977926
73,480,watch,888625753
269,246,watch,891457067
263,419,watch,891299514
70,431,watch,884150257
221,475,watch,875244204
72,182,watch,880036515
25,357,watch,885852757
290,50,watch,880473582
189,526,watch,893266205
299,303,watch,877618584
264,294,watch,886121516
200,365,watch,884129962
187,135,watch,879465653
184,187,watch,889909024
63,289,watch,875746985
13,229,watch,882397650
298,486,watch,884183063
235,185,watch,889655435
62,712,watch,879376178
246,94,watch,884923505
54,742,watch,880934806
63,762,watch,875747688
11,732,watch,891904596
92,168,watch,875653723
8,550,watch,879362356
307,174,watch,879283480
303,200,watch,879468459
256,849,watch,882164603
72,54,watch,880036854
164,406,watch,889402389
117,150,watch,880125101
224,77,watch,888103872
193,869,watch,889127811
94,184,watch,891720862
281,338,watch,881200457
130,109,watch,874953794
128,371,watch,879966954
94,720,watch,891723593
182,845,watch,885613067
129,873,watch,883245452
254,229,watch,886474580
64,381,watch,879365491
151,176,watch,879524293
45,25,watch,881014015
193,879,watch,889123257
276,922,watch,889174849
276,57,watch,874787526
234,187,watch,892079140
181,306,watch,878962006
21,370,watch,874951293
293,249,watch,888905229
264,721,watch,886123656
10,611,watch,877886722
197,346,watch,891409070
276,142,watch,874792945
308,427,watch,887736584
221,943,watch,875246759
131,126,watch,883681514
268,824,watch,876518557
109,8,watch,880572642
198,58,watch,884208173
230,680,watch,880484286
181,741,watch,878962918
192,1061,watch,881368891
234,448,watch,892335501
90,900,watch,891382309
193,941,watch,889124890
128,603,watch,879966839
126,905,watch,887855283
244,265,watch,880606634
90,289,watch,891382310
157,25,watch,886890787
305,71,watch,886323684
119,382,watch,874781742
21,222,watch,874951382
231,181,watch,888605273
280,508,watch,891700453
288,132,watch,886374129
279,1497,watch,890780576
301,33,watch,882078228
72,699,watch,880036783
90,259,watch,891382392
308,55,watch,887738760
59,742,watch,888203053
94,744,watch,891721462
130,642,watch,875216933
26,1015,watch,891352136
56,121,watch,892679480
82,508,watch,884714249
62,12,watch,879373613
276,40,watch,874791871
181,1015,watch,878963121
152,301,watch,880147407
178,845,watch,882824291
217,597,watch,889070087
79,303,watch,891271203
138,484,watch,879024127
308,81,watch,887737293
75,284,watch,884050393
269,198,watch,891447062
307,94,watch,877122695
222,781,watch,881059677
121,740,watch,891390544
269,22,watch,891448072
13,864,watch,882141924
230,742,watch,880485043
269,507,watch,891448800
239,1099,watch,889179253
245,1028,watch,888513447
56,546,watch,892679460
295,961,watch,879519556
271,1028,watch,885848102
222,812,watch,881059117
69,240,watch,882126156
10,7,watch,877892210
22,376,watch,878887112
294,931,watch,889242857
82,717,watch,884714492
279,399,watch,875313859
269,234,watch,891449406
6,98,watch,883600680
243,1039,watch,879988184
298,181,watch,884125629
282,325,watch,881703044
78,323,watch,879633567
118,200,watch,875384647
283,1114,watch,879297545
171,292,watch,891034835
70,217,watch,884151119
10,100,watch,877891747
245,181,watch,888513664
107,333,watch,891264267
246,561,watch,884923445
13,901,watch,883670672
276,70,watch,874790826
244,17,watch,880607205
189,56,watch,893265263
226,242,watch,883888671
62,1016,watch,879373008
276,417,watch,874792907
214,478,watch,891544052
306,235,watch,876504354
222,26,watch,878183043
280,631,watch,891700751
60,430,watch,883326122
56,71,watch,892683275
42,274,watch,881105817
1,202,watch,875072442
13,809,watch,882397582
173,289,watch,877556988
15,749,watch,879455311
185,23,watch,883524249
280,540,watch,891702304
244,381,watch,880604077
150,293,watch,878746946
7,497,watch,891352134
178,317,watch,882826915
178,742,watch,882823833
95,1217,watch,880572658
234,1462,watch,892333865
97,222,watch,884238887
109,127,watch,880563471
117,268,watch,880124306
269,705,watch,891448850
130,1246,watch,876252497
264,655,watch,886123530
207,13,watch,875506839
42,588,watch,881108147
246,409,watch,884923372
87,367,watch,879876702
101,304,watch,877135677
256,127,watch,882164406
92,794,watch,875654798
181,762,watch,878963418
213,235,watch,878955115
92,739,watch,876175582
292,661,watch,881105561
246,665,watch,884922831
274,845,watch,878945579
188,692,watch,875072583
18,86,watch,880129731
5,439,watch,878844423
236,632,watch,890116254
193,407,watch,889127921
144,709,watch,888105940
90,1198,watch,891383866
48,609,watch,879434819
5,225,watch,875635723
22,128,watch,878887983
311,432,watch,884365485
8,22,watch,879362183
276,188,watch,874792547
222,173,watch,878183043
72,866,watch,880035887
299,134,watch,878192311
1,171,watch,889751711
308,295,watch,887741461
165,216,watch,879525778
222,49,watch,878183512
181,121,watch,878962623
200,11,watch,884129542
234,626,watch,892336358
244,707,watch,880606243
90,25,watch,891384789
208,216,watch,883108324
263,96,watch,891298336
134,323,watch,891732335
279,586,watch,892864663
2,292,watch,888550774
288,593,watch,886892127
49,302,watch,888065432
286,153,watch,877531406
205,304,watch,888284313
22,80,watch,878887227
234,318,watch,892078890
223,328,watch,891548959
15,25,watch,879456204
268,147,watch,876514002
94,1220,watch,891722678
274,405,watch,878945840
7,492,watch,891352010
268,217,watch,875744501
16,55,watch,877717956
164,620,watch,889402298
290,161,watch,880474293
92,515,watch,875640800
239,1070,watch,889179032
56,449,watch,892679308
248,234,watch,884534968
234,10,watch,891227851
280,1049,watch,891702486
308,187,watch,887738760
276,64,watch,874787441
192,948,watch,881368302
122,509,watch,879270511
85,588,watch,880838306
262,931,watch,879790874
201,272,watch,886013700
181,870,watch,878962623
295,739,watch,879518319
263,568,watch,891299387
295,39,watch,879518279
201,1100,watch,884112800
93,820,watch,888705966
159,1028,watch,880557539
158,665,watch,880134532
293,423,watch,888906070
82,597,watch,878768882
276,181,watch,874786488
13,823,watch,882397833
217,2,watch,889069782
83,660,watch,880308256
189,20,watch,893264466
222,796,watch,878183684
146,1022,watch,891458193
267,121,watch,878970681
126,294,watch,887855087
181,1060,watch,878962675
125,80,watch,892838865
43,120,watch,884029430
13,780,watch,882142057
253,259,watch,891628883
42,44,watch,881108548
77,518,watch,884753202
291,686,watch,874835165
268,21,watch,875742822
262,28,watch,879792220
234,81,watch,892334680
29,245,watch,882820803
236,57,watch,890116575
158,729,watch,880133116
156,661,watch,888185947
232,52,watch,888550130
168,866,watch,884287927
37,288,watch,880915258
141,245,watch,884584426
235,230,watch,889655162
102,70,watch,888803537
77,172,watch,884752562
90,506,watch,891383319
186,566,watch,879023663
44,660,watch,878347915
118,774,watch,875385198
7,661,watch,891351624
49,1003,watch,888068651
62,68,watch,879374969
42,1028,watch,881106072
178,433,watch,882827834
85,51,watch,879454782
77,474,watch,884732407
58,1099,watch,892243079
56,1047,watch,892911290
197,688,watch,891409564
286,99,watch,878141681
90,258,watch,891382121
181,1288,watch,878962349
295,190,watch,879517062
224,69,watch,888082495
272,317,watch,879454977
221,1010,watch,875246662
66,877,watch,883601089
207,318,watch,877124871
234,487,watch,892079237
7,648,watch,891351653
87,82,watch,879875774
195,1052,watch,877835102
44,449,watch,883613334
306,287,watch,876504442
194,172,watch,879521474
94,62,watch,891722933
167,659,watch,892738277
108,100,watch,879879720
230,304,watch,880484286
181,927,watch,878962675
54,302,watch,880928519
90,22,watch,891384357
181,696,watch,878962997
286,357,watch,877531537
14,269,watch,892242403
311,179,watch,884365357
92,121,watch,875640679
21,440,watch,874951798
244,550,watch,880602264
181,405,watch,878962919
65,806,watch,879216529
37,540,watch,880916070
44,443,watch,878348289
244,183,watch,880606043
1,265,watch,878542441
270,25,watch,876954456
299,387,watch,889502756
94,572,watch,891723883
286,746,watch,877533058
239,272,watch,889181247
216,55,watch,880245145
254,121,watch,886472369
62,665,watch,879376483
178,385,watch,882826982
194,23,watch,879522819
268,955,watch,875745160
188,143,watch,875072674
276,294,watch,874786366
158,1098,watch,880135069
207,845,watch,881681663
161,48,watch,891170745
305,654,watch,886323937
47,324,watch,879439078
64,736,watch,889739212
191,751,watch,891560753
7,378,watch,891353011
59,92,watch,888204997
69,268,watch,882027109
10,461,watch,877888944
21,129,watch,874951382
58,9,watch,884304328
194,152,watch,879549996
7,200,watch,891353543
113,126,watch,875076827
173,328,watch,877557028
95,233,watch,879196354
16,194,watch,877720733
59,323,watch,888206809
311,654,watch,884365075
292,589,watch,881105516
43,203,watch,883955224
79,50,watch,891271545
235,70,watch,889655619
125,190,watch,892836309
284,322,watch,885329671
303,161,watch,879468547
254,378,watch,886474396
255,1034,watch,883217030
104,301,watch,888442275
90,923,watch,891383912
6,463,watch,883601713
279,122,watch,875297433
286,298,watch,875807004
222,448,watch,878183565
297,57,watch,875239383
42,625,watch,881108873
130,1217,watch,875801778
254,357,watch,886472466
109,475,watch,880563641
230,1444,watch,880485726
244,310,watch,880601905
6,301,watch,883600406
36,748,watch,882157285
256,443,watch,882164727
102,515,watch,888801316
104,285,watch,888465201
21,447,watch,874951695
111,301,watch,891680028
18,408,watch,880129628
25,222,watch,885852817
110,944,watch,886989501
270,98,watch,876955868
68,237,watch,876974133
83,215,watch,880307940
6,258,watch,883268278
89,216,watch,879459859
128,317,watch,879968029
305,512,watch,886323525
184,412,watch,889912691
286,175,watch,877532470
279,1428,watch,888465209
256,86,watch,882165103
221,48,watch,875245462
140,332,watch,879013617
190,977,watch,891042938
11,227,watch,891905896
201,203,watch,884114471
150,181,watch,878746685
126,245,watch,887854726
20,208,watch,879669401
144,742,watch,888104122
181,930,watch,878963275
109,566,watch,880578814
85,1065,watch,879455021
213,133,watch,878955973
222,379,watch,878184290
223,11,watch,891550649
215,421,watch,891435704
218,208,watch,877488366
174,937,watch,886432989
275,186,watch,880314383
68,742,watch,876974198
268,583,watch,876513830
160,462,watch,876858346
195,273,watch,878019342
224,178,watch,888082468
5,110,watch,875636493
99,1016,watch,885678724
2,251,watch,888552084
292,9,watch,881104148
72,568,watch,880037203
85,228,watch,882813248
83,281,watch,880307072
92,831,watch,886443708
7,543,watch,891351772
87,401,watch,879876813
287,926,watch,875334340
1,155,watch,878542201
234,632,watch,892079538
222,53,watch,878184113
24,64,watch,875322758
7,554,watch,891354639
82,56,watch,878769410
161,318,watch,891170824
196,393,watch,881251863
56,91,watch,892683275
82,477,watch,876311344
7,472,watch,891353357
256,761,watch,882164644
226,56,watch,883889102
279,741,watch,875296891
308,1286,watch,887738151
16,8,watch,877722736
180,202,watch,877128388
203,93,watch,880434940
145,56,watch,875271896
288,305,watch,886372527
84,742,watch,883450643
44,644,watch,878347818
17,13,watch,885272654
313,117,watch,891015319
148,1,watch,877019411
197,347,watch,891409070
21,164,watch,874951695
279,982,watch,875298314
239,491,watch,889181015
185,287,watch,883526288
297,89,watch,875239125
303,68,watch,879467361
186,250,watch,879023607
73,206,watch,888625754
104,756,watch,888465739
94,216,watch,885870665
239,194,watch,889178833
197,511,watch,891409839
280,1,watch,891700426
1,117,watch,874965739
224,583,watch,888103729
303,397,watch,879543831
60,162,watch,883327734
198,258,watch,884204501
239,513,watch,889178887
6,69,watch,883601277
233,375,watch,876374419
85,642,watch,882995615
110,38,watch,886988574
184,522,watch,889908462
99,873,watch,885678436
13,418,watch,882398763
201,518,watch,884112201
13,858,watch,882397068
214,131,watch,891544465
296,228,watch,884197264
222,87,watch,878182589
279,725,watch,875314144
217,182,watch,889070109
85,433,watch,879828720
239,234,watch,889178762
13,72,watch,882141727
194,77,watch,879527421
208,663,watch,883108476
109,178,watch,880572950
230,172,watch,880484523
59,485,watch,888204466
313,478,watch,891014373
70,1133,watch,884151344
62,182,watch,879375169
198,234,watch,884207833
65,125,watch,879217509
174,660,watch,886514261
90,12,watch,891383241
130,1248,watch,880396702
100,354,watch,891375260
283,432,watch,879297965
275,418,watch,875154718
311,98,watch,884364502
195,751,watch,883295500
130,105,watch,876251160
269,252,watch,891456350
286,73,watch,877532965
7,623,watch,891354217
56,222,watch,892679439
210,204,watch,887730676
239,9,watch,889180446
96,87,watch,884403531
297,73,watch,875239691
249,239,watch,879572284
94,860,watch,891723706
84,121,watch,883452307
275,265,watch,880314031
135,1046,watch,879858003
291,1178,watch,875086354
125,382,watch,892836623
70,399,watch,884068521
311,9,watch,884963365
301,523,watch,882076146
152,685,watch,880149074
244,172,watch,880605665
275,1091,watch,875154535
53,281,watch,879443288
198,118,watch,884206513
244,790,watch,880608037
26,125,watch,891371676
151,13,watch,879542688
124,496,watch,890286933
24,191,watch,875323003
271,65,watch,885849419
307,634,watch,879283385
294,1245,watch,877819265
234,241,watch,892335042
25,501,watch,885852301
293,137,watch,888904653
201,432,watch,884111312
75,240,watch,884050661
13,181,watch,882140354
207,68,watch,877125350
2,50,watch,888552084
313,566,watch,891016220
144,125,watch,888104191
188,443,watch,875074329
276,324,watch,874786419
145,974,watch,882182634
72,234,watch,880037418
83,385,watch,887665549
181,619,watch,878963086
109,402,watch,880581344
207,107,watch,876198301
185,216,watch,883526268
14,213,watch,890881557
149,319,watch,883512658
57,79,watch,883698495
230,963,watch,880484370
176,875,watch,886047442
253,97,watch,891628501
284,269,watch,885328991
106,526,watch,881452685
121,180,watch,891388286
62,86,watch,879374640
291,418,watch,875086920
84,1033,watch,883452711
293,380,watch,888907527
207,58,watch,875991047
194,187,watch,879520813
109,97,watch,880578711
283,845,watch,879297442
297,275,watch,874954260
181,334,watch,878961749
78,255,watch,879633745
11,425,watch,891904300
308,59,watch,887737647
193,1078,watch,889126943
297,234,watch,875239018
87,585,watch,879877008
250,204,watch,878091682
8,50,watch,879362124
186,148,watch,891719774
312,692,watch,891699426
91,683,watch,891438351
5,454,watch,875721432
291,376,watch,875086534
175,127,watch,877107640
145,737,watch,875272833
7,644,watch,891351685
276,419,watch,874792907
83,210,watch,880307751
102,524,watch,888803537
153,174,watch,881371140
62,302,watch,879371909
49,995,watch,888065577
268,298,watch,875742647
207,554,watch,877822854
313,616,watch,891015049
286,44,watch,877532173
279,168,watch,875296435
276,474,watch,889174904
62,59,watch,879373821
254,219,watch,886475980
83,97,watch,880308690
63,100,watch,875747319
16,178,watch,877719333
297,233,watch,875239914
90,945,watch,891383866
85,25,watch,879452769
42,98,watch,881106711
303,393,watch,879484981
274,50,watch,878944679
104,299,watch,888442436
94,792,watch,885873006
184,98,watch,889908539
293,708,watch,888907527
248,589,watch,884534968
18,950,watch,880130764
217,27,watch,889070011
200,892,watch,884127082
201,148,watch,884140751
296,222,watch,884196640
7,662,watch,892133739
196,381,watch,881251728
69,427,watch,882145465
72,196,watch,880036747
256,472,watch,882152471
128,182,watch,879967225
151,747,watch,879524564
7,171,watch,891351287
286,85,watch,877533224
172,220,watch,875537441
308,516,watch,887736743
190,974,watch,891625949
82,756,watch,878768741
308,436,watch,887739257
59,235,watch,888203658
64,1063,watch,889739539
145,756,watch,885557506
220,298,watch,881198966
21,324,watch,874950889
285,269,watch,890595313
207,65,watch,878104594
198,658,watch,884208173
220,333,watch,881197771
210,70,watch,887730589
181,14,watch,878962392
158,128,watch,880134296
143,682,watch,888407741
75,237,watch,884050309
199,221,watch,883782854
223,1150,watch,891549841
297,25,watch,874954497
276,78,watch,877934828
299,847,watch,877877649
293,325,watch,888904353
301,138,watch,882079446
1,47,watch,875072125
164,281,watch,889401906
96,673,watch,884402860
291,1016,watch,874833827
7,451,watch,891353892
233,177,watch,877661496
6,517,watch,883602212
202,283,watch,879727153
214,117,watch,891543241
184,602,watch,889909691
277,257,watch,879543487
194,212,watch,879524216
95,68,watch,879196231
25,257,watch,885853415
6,23,watch,883601365
38,573,watch,892433660
313,436,watch,891029877
22,241,watch,878888025
262,617,watch,879793715
130,569,watch,880396494
66,181,watch,883601425
21,948,watch,874951054
181,1332,watch,878962278
262,174,watch,879791948
206,302,watch,888180227
222,22,watch,878183285
76,61,watch,875028123
151,703,watch,879542460
314,28,watch,877888346
13,147,watch,882397502
44,258,watch,878340824
303,418,watch,879483510
16,89,watch,877717833
270,558,watch,876954927
248,117,watch,884535433
125,318,watch,879454309
138,523,watch,879024043
268,386,watch,875743978
291,15,watch,874833668
234,147,watch,892335372
239,96,watch,889178798
15,331,watch,879455166
94,155,watch,891723807
136,89,watch,882848925
223,423,watch,891550684
82,194,watch,878770027
145,355,watch,888396967
280,845,watch,891700925
179,339,watch,892151366
178,199,watch,882826306
307,949,watch,877123315
10,488,watch,877888613
116,331,watch,876451911
23,258,watch,876785704
308,174,watch,887736696
185,114,watch,883524320
188,237,watch,875073648
118,654,watch,875385007
246,721,watch,884921794
234,98,watch,892078567
194,239,watch,879522917
94,24,watch,885873423
122,378,watch,879270769
312,100,watch,891698613
262,64,watch,879793022
154,242,watch,879138235
223,763,watch,891550067
99,403,watch,885680374
83,43,watch,880308690
130,307,watch,877984546
174,402,watch,886513729
256,487,watch,882164231
59,177,watch,888204349
161,168,watch,891171174
244,53,watch,880607489
250,196,watch,878091818
43,40,watch,883956468
285,150,watch,890595636
42,953,watch,881108815
97,670,watch,884239744
122,510,watch,879270327
61,323,watch,891206450
222,106,watch,883816184
4,264,watch,892004275
304,259,watch,884967253
37,403,watch,880915942
49,68,watch,888069513
303,1098,watch,879467959
165,372,watch,879525987
176,324,watch,886047292
3,335,watch,889237269
56,869,watch,892683895
44,15,watch,878341343
190,117,watch,891033697
